iter	RMSE
475	0.07210312233
476	0.07204461371
477	0.0719285927
478	0.07184127983
479	0.07183193281
480	0.07174641309
481	0.07173605066
482	0.07166910007
483	0.07162108887
484	0.07153654749
485	0.07149391825
486	0.0714449899
487	0.07143289971
488	0.07137886677
489	0.0712887279
490	0.07127544755
491	0.07125646413
492	0.07119929054
493	0.07114716997
494	0.07109518866
495	0.07104772804
496	0.07095313924
497	0.07084908583
498	0.0708041506
499	0.07076408695
500	0.07071992123
501	0.07065369209
502	0.07061709233
503	0.07054504619
504	0.07046679824
505	0.07040551623
506	0.07035317883
507	0.07034494589
508	0.07028570091
509	0.07022094086
510	0.07013521798
511	0.07008975508
512	0.06998906239
513	0.06992790218
514	0.06987589709
515	0.06981344815
516	0.06973854244
517	0.06973026214
518	0.06968710837
519	0.06965019561
520	0.06957705642
521	0.06956902871
522	0.06947207119
523	0.06946285459
524	0.06942144522
525	0.0693568265
526	0.06932604055
527	0.06927395049
528	0.06923096623
529	0.06918388854
530	0.06912661868
531	0.06911881608
532	0.06910951084
533	0.06901822497
534	0.06895173063
535	0.06890780568
536	0.068900371
537	0.06882125567
538	0.06878051437
539	0.06870721388
540	0.06863704893
541	0.0686141147
542	0.06856694004
543	0.0684836707
544	0.06843059301
545	0.06836415804
546	0.06832062112
547	0.06825829634
548	0.0682511025
549	0.06824414868
550	0.06818482723
551	0.06812873702
552	0.06807954569
553	0.06801738009
554	0.06795371651
555	0.06786331646
556	0.06782279795
557	0.06772433555
558	0.0676456455
559	0.06759756062
560	0.06758960984
561	0.06753578188
562	0.06749940816
563	0.06746098374
564	0.06742530029
565	0.06741647662
566	0.06735861867
567	0.06729460266
568	0.06728809114
569	0.067218315
570	0.06717999293
571	0.06710940975
572	0.06705974983
573	0.06702247459
574	0.06695335163
575	0.06688601785
576	0.0668363309
577	0.06675203406
578	0.06670890537
579	0.06665190821
580	0.06661097481
581	0.06655504617
582	0.06649548562
583	0.06648915811
584	0.06648303964
585	0.06644735077
586	0.0663626348
587	0.06627653028
588	0.06622058132
589	0.06621467811
590	0.06620641186
591	0.06613592525
592	0.06612816755
593	0.06609367983
594	0.06604251069
595	0.06597818309
596	0.0658912956
597	0.06588585203
598	0.06580650748
599	0.06575925003
600	0.06571196751
601	0.06566692979
602	0.06562102484
603	0.06555435776
604	0.06549834476
605	0.06546696346
606	0.06543177951
607	0.06535645236
608	0.06530861601
609	0.06525837364
610	0.06516865011
611	0.0651247136
612	0.06503499781
613	0.06499357079
614	0.06498812569
615	0.06496342911
616	0.06490470884
617	0.0648555483
618	0.06481560862
619	0.06473439456
620	0.06468570637
621	0.06465258824
622	0.06459497103
623	0.06456012082
624	0.06455477003
625	0.06454716272
626	0.06451630964
627	0.06447062565
628	0.06442441924
629	0.064380792
630	0.06434062775
631	0.0643300366
632	0.06428849718
633	0.06428337243
634	0.0642108832
635	0.06417166543
636	0.06409832993
637	0.06402553615
638	0.06398278431
639	0.06393723463
640	0.06393092824
641	0.06390011385
642	0.0638867328
643	0.06380756027
644	0.06380200897
645	0.06376188448
646	0.06367353718
647	0.06361381293
648	0.06358407996
649	0.06351282884
650	0.06348305387
651	0.06339595439
652	0.06338600603
653	0.06336711543
654	0.0633124618
655	0.06327283006
656	0.06320588541
657	0.06313382237
658	0.06305848509
659	0.06303863718
660	0.06296028226
661	0.06288843276
662	0.06283304698
663	0.06282756045
664	0.06276694832
665	0.06269668767
666	0.06268838003
667	0.06263825165
668	0.06255181437
669	0.06248917667
670	0.06245360508
671	0.0623977584
672	0.06232109483
673	0.06227888978
674	0.06221164527
675	0.06215041897
676	0.06209465055
677	0.06200339137
678	0.06197037619
679	0.06190925401
680	0.06181465727
681	0.06178621203
682	0.06172632682
683	0.06165879925
684	0.06162165631
685	0.06155618271
686	0.06150465486
687	0.06149912112
688	0.06144471565
689	0.06140275225
690	0.06136432321
691	0.06131144284
692	0.06125514129
693	0.06121803593
694	0.0611826374
695	0.0611556091
696	0.06111215314
697	0.06110077886
698	0.06106992495
699	0.06106311154
700	0.06101110541
701	0.06097673076
702	0.0609382084
703	0.06093460358
704	0.06091840848
705	0.06088140142
706	0.06087366298
707	0.0608695054
708	0.06081481025
709	0.06076740971
710	0.06070434102
711	0.06064367773
712	0.06058989207
713	0.06053845797
714	0.0604834211
715	0.06043059722
716	0.06037640131
717	0.06032450979
718	0.06029072377
719	0.06026128048
720	0.06025183987
721	0.06021614068
722	0.06016007338
723	0.06012036401
724	0.06007425336
725	0.06004243087
726	0.06003505465
727	0.05999179424
728	0.05998785077
729	0.05995138413
730	0.05991343431
731	0.05990728647
732	0.05988361618
733	0.05984201593
734	0.05978566875
735	0.05972977645
736	0.059690641
737	0.05963357304
738	0.05957525614
739	0.05952103284
740	0.05947952423
741	0.05943425696
742	0.05938629204
743	0.05938200331
744	0.05937786979
745	0.05931559166
746	0.05926399137
747	0.05924047189
748	0.0592353416
749	0.05923136022
750	0.05919034915
751	0.05913846604
752	0.05909538358
753	0.05904713151
754	0.05898860768
755	0.0589356767
756	0.05893192123
757	0.05890583863
758	0.05883112715
759	0.05881450863
760	0.05874869564
761	0.05868060625
762	0.05865044708
763	0.05864602332
764	0.05860246176
765	0.05856098321
766	0.05853945857
767	0.05848623976
768	0.0584687725
769	0.0584220457
770	0.05835251789
771	0.05830990243
772	0.05830608659
773	0.05825806133
774	0.0582422261
775	0.0582048095
776	0.05817551723
777	0.05810880198
778	0.05806144345
779	0.05801131579
780	0.05797958657
781	0.05791870838
782	0.05786707488
783	0.05781178508
784	0.05776428237
785	0.05772360876
786	0.0576999781
787	0.05764804297
788	0.05762792926
789	0.0576243513
790	0.05759312787
791	0.05757570511
792	0.05751667838
793	0.05747156562
794	0.05743066645
795	0.05738666996
796	0.05735560443
797	0.05731793381
798	0.05728543723
799	0.05723621752
800	0.05720655991
801	0.05720326502
802	0.05716906164
803	0.05713125795
804	0.05708356617
805	0.05704524329
806	0.05700838013
807	0.05698209175
808	0.05690440394
809	0.05689554626
810	0.05685067239
811	0.05682891569
812	0.05679253424
813	0.05675379371
814	0.05674665228
815	0.05674028214
816	0.0567011115
817	0.05664926728
818	0.05661641315
819	0.05655465696
820	0.05649980527
821	0.05648360033
822	0.0564135485
823	0.05635829946
824	0.05629844897
825	0.05625234
826	0.05618210989
827	0.05613734441
828	0.05610231046
829	0.05603456368
830	0.05600188464
831	0.05596662526
832	0.0559407395
833	0.0559102382
834	0.05586881813
835	0.05583289381
836	0.05582633593
837	0.05578863122
838	0.05571790564
839	0.05568100454
840	0.05564056957
841	0.05561088555
842	0.05557163195
843	0.05553270049
844	0.05548271369
845	0.05544334866
846	0.05540966091
847	0.05540679991
848	0.05536447358
849	0.05530882214
850	0.0552552783
851	0.0552178831
852	0.0551615322
853	0.05509924784
854	0.05509506346
855	0.05506684553
856	0.05503094232
857	0.05497922376
858	0.05493939673
859	0.05491694853
860	0.05491184337
861	0.0549042984
862	0.0548580695
863	0.05482026113
864	0.0547823477
865	0.05474240736
866	0.05470892142
867	0.05467009955
868	0.05466565614
869	0.0546150126
870	0.05456938575
871	0.05452213774
872	0.05447493775
873	0.05443127806
874	0.05442622497
875	0.05439734239
876	0.05439422629
877	0.05437653211
878	0.05437401401
879	0.05434875266
880	0.05429994199
881	0.05429715272
882	0.05428234858
883	0.05424779941
884	0.05419752341
885	0.05415132573
886	0.05411043512
887	0.05406832295
888	0.05402485163
889	0.05402019943
890	0.05397018012
891	0.05393351192
892	0.05390395781
893	0.05383772784
894	0.0537987285
895	0.05376628615
896	0.05373797435
897	0.05367625002
898	0.05363468642
899	0.05358853618
900	0.05355512957
901	0.05355234429
902	0.0535218097
903	0.05348546209
904	0.05348168206
905	0.05345213818
906	0.0533980274
907	0.0533918286
908	0.05335740981
909	0.05333002531
910	0.05332626597
911	0.05327758394
912	0.0532474237
913	0.05321665326
914	0.05319096123
915	0.05315138113
916	0.05309451216
917	0.05303947116
918	0.05299250157
919	0.05296868642
920	0.05293011081
921	0.05288953207
922	0.05286302629
923	0.05282714228
924	0.05280758166
925	0.05276592942
926	0.05276341686
927	0.05272475581
928	0.05266816721
929	0.05262354102
930	0.05257810613
931	0.05254089166
932	0.05251305122
933	0.05248680895
934	0.05246953435
935	0.05243097932
936	0.05242138947
937	0.05238222628
938	0.05234535048
939	0.05231007045
940	0.05225003819
941	0.05221900211
942	0.05216592987
943	0.05213161921
944	0.05210317856
945	0.05207366877
946	0.05204112612
947	0.0520094048
948	0.05195201191
949	0.05191768334
950	0.05188554253
951	0.05185486947
952	0.05185120199
953	0.05181837076
954	0.05181347587
955	0.051756728
956	0.05174140055
957	0.05172260012
958	0.05171702551
959	0.05170519762
960	0.05166442456
961	0.05159048537
962	0.05156013146
963	0.05153013485
964	0.05150927606
965	0.05148374647
966	0.05144481784
967	0.05140833793
968	0.05138509342
969	0.05135272483
970	0.05132644488
971	0.05129159731
972	0.05125583825
973	0.05122989278
974	0.05120142861
975	0.0511952393
976	0.05115039229
977	0.05109217467
978	0.05105780033
979	0.05103796245
980	0.05101137431
981	0.05098095206
982	0.05094608129
983	0.05089089776
984	0.05088868375
985	0.05082487676
986	0.05079482255
987	0.05078445295
988	0.05073843853
989	0.05073388293
990	0.05068788476
991	0.05063918868
992	0.05059640014
993	0.05058406348
994	0.05053111691
995	0.05048921659
996	0.05045600391
997	0.05039806793
998	0.05036258387
999	0.05036015696
